ticker_id,year,quarter,klcp_niem_yiet,klcp_luu_hanh,von_hoa_thi_truong,created_date,last_updated,tong_doanh_thu,tong_loi_nhuan_truoc_thue,tong_chi_phi,loi_nhuan_rong,tong_tai_san,tien_cho_vay,dau_tu_chung_khoan,gop_von_dau_tu_dai_han,tien_gui,von_va_cac_quy
VCB,2017,0,3708877448,3708877448,360873.78,2021-05-12 21:42:14,2021-05-12 21:42:14,54224536000,11341361000,39183835000,9091070000,1035293283000,617364518000,139621305000,3552828000,764323595000,52468635000
VCB,2018,0,3708877448,3708877448,360873.78,2021-05-12 21:42:14,2021-05-12 21:42:14,68118179000,18269226000,44967731000,14605578000,1074026560000,695742295000,151951236000,2476067000,877174794000,62110390000
VCB,2019,0,3708877448,3708877448,360873.78,2021-05-12 21:42:14,2021-05-12 21:42:14,80399558000,23122377000,54018048000,18510898000,1222718858000,797076934000,169330815000,2464493000,999497381000,80799523000
VCB,2020,0,3708877448,3708877448,360873.78,2021-05-12 21:42:14,2021-05-12 21:42:14,82799396000,23049561000,53683216000,18451311000,1326230092000,904044123000,158885158000,2239006000,1133030000000,94009955000
VCB,2020,1,3708877448,3708877448,360873.78,2021-05-12 21:42:14,2021-05-12 21:42:14,21388213000,5222747000,15066116000,4177915000,1144270262000,807611260000,168843434000,2487109000,976596695000,84983506000
VCB,2020,2,3708877448,3708877448,360873.78,2021-05-12 21:42:14,2021-05-12 21:42:14,19670231000,5758890000,12909539000,4609910000,1185262404000,793685257000,167106044000,2238788000,1027769625000,89484532000
VCB,2020,3,3708877448,3708877448,360873.78,2021-05-12 21:42:14,2021-05-12 21:42:14,19952120000,4983070000,13985446000,3990903000,1188572083000,809635662000,177441684000,2347260000,1032061378000,93477635000
VCB,2020,4,3708877448,3708877448,360873.78,2021-05-12 21:42:14,2021-05-12 21:42:14,21705989000,7079454000,11702720000,5667519000,1327537012000,904044123000,158885158000,2235538000,1133030000000,98774370000
